codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1302737  / Buenos Aires,950000.0,centro,buenos aires,ceramica,1.0,64.0,medellin zona 1 - centro,1.0,sencilla,0.0,3.0,4.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302595  / Buenos Aires,950000.0,centro,buenos aires,ceramica,1.0,55.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302500  / Aranjuez,750000.0,centro,aranjuez,ceramica,1.0,55.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,3.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302447  / Barrio Palmas,800000.0,centro,barrio palmas,ceramica,1.0,15.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302405  / Villa Hermosa,1350000.0,centro,villa hermosa,ceramica,1.0,90.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302337  / 12 de Octubre,750000.0,centro,12 de octubre,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1302044  / Boston,2000000.0,centro,boston,ceramica,2.0,52.0,medellin zona 1 - centro,7.0,integral,0.0,2.0,4.0,52.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1301885  / Manrique,900000.0,centro,manrique,porcelanatobaldosa de gres en la terraza,1.0,80.0,medellin zona 1 - centro,1.0,integralgas natural,0.0,2.0,3.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1301866  / 12 de Octubre,900000.0,centro,12 de octubre,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,semi-integral,0.0,3.0,2.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299568  / Buenos Aires,1500000.0,centro,buenos aires,ceramica,2.0,37.0,medellin zona 1 - centro,2.0,sencilla,0.0,2.0,3.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299240  / Manrique,700000.0,centro,manrique,ceramica,1.0,42.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,3.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299218  / Prado,2500000.0,centro,prado,ceramica,1.0,55.0,medellin zona 1 - centro,2.0,integral,0.0,2.0,4.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299157  / Manrique,650000.0,centro,manrique,ceramica,1.0,40.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,3.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299149  / Manrique,900000.0,centro,manrique,baldosa comun,1.0,60.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298986  / Buenos Aires,1300000.0,centro,buenos aires,ceramica,1.0,50.0,medellin zona 1 - centro,1.0,semi-integralcon red de gas,0.0,2.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298831  / Prado,1550000.0,centro,prado,ceramicay baldosa,2.0,180.0,medellin zona 1 - centro,1.0,semi-integral,0.0,5.0,3.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298714  / Centro,3000000.0,centro,centro,ceramica,4.0,300.0,medellin zona 1 - centro,1.0,integral,0.0,5.0,0.0,300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298384  / El Salvador,1400000.0,centro,el salvador,ceramica,2.0,80.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298339  / Manrique,700000.0,centro,manrique,ceramicay baldosa,1.0,55.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297772  / Prado,1100000.0,centro,prado,retal de marmol,1.0,57.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,4.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297755  / Manrique,1200000.0,centro,manrique,ceramica,1.0,55.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,3.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297686  / Villa Hermosa,1500000.0,centro,villa hermosa,ceramica,3.0,110.0,medellin zona 1 - centro,1.0,sencilla,0.0,3.0,3.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297649  / Manrique,850000.0,centro,manrique,ceramica,1.0,78.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297632  / Campo Valdes,900000.0,centro,campo valdes,ceramica,1.0,25.0,medellin zona 1 - centro,1.0,integral,0.0,1.0,3.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297564  / Manrique,500000.0,centro,manrique,ceramica,1.0,25.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297529  / Manrique,1100000.0,centro,manrique,ceramica,1.0,55.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,55.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297407  / Buenos Aires,1500000.0,centro,buenos aires,ceramica,2.0,50.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297149  / Manrique,1150000.0,centro,manrique,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297073  / Buenos Aires,1300000.0,centro,buenos aires,ceramica,1.0,40.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1297069  / Aranjuez,900000.0,centro,aranjuez,ceramica,1.0,45.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1296641  / La Candelaria,4000000.0,centro,la candelaria,ceramica,2.0,64.0,medellin zona 1 - centro,1.0,integral,1.0,2.0,4.0,64.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Código 1296340  / Manrique,1200000.0,centro,manrique,baldosa comun,1.0,100.0,medellin zona 1 - centro,2.0,sencilla,0.0,3.0,3.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295835  / Alfonso Lopez,900000.0,centro,alfonso lopez,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295822  / Aranjuez,950000.0,centro,aranjuez,ceramica,1.0,65.0,medellin zona 1 - centro,1.0,semi-integral,0.0,3.0,2.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295743  / Manrique,800000.0,centro,manrique,ceramica,1.0,70.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,2.0,70.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295697  / Buenos Aires,1000000.0,centro,buenos aires,ceramica,2.0,55.0,medellin zona 1 - centro,1.0,sencilla,0.0,3.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295582  / La Candelaria,1450000.0,centro,la candelaria,ceramica,2.0,55.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,4.0,55.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295565  / Campo Valdes,1400000.0,centro,campo valdes,ceramica,2.0,130.0,medellin zona 1 - centro,2.0,integral,0.0,3.0,2.0,130.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295375  / La Milagrosa,1250000.0,centro,la milagrosa,ceramica,1.0,70.0,medellin zona 1 - centro,5.0,integral,0.0,2.0,3.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1295226  / Aranjuez,853000.0,centro,aranjuez,ceramica,1.0,40.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294990  / Boston,800000.0,centro,boston,ceramica,1.0,25.0,medellin zona 1 - centro,1.0,semi-integral,0.0,1.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294894  / Campo Valdes,800000.0,centro,campo valdes,ceramica,1.0,25.0,medellin zona 1 - centro,1.0,integral,0.0,1.0,3.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294683  / Aranjuez,880000.0,centro,aranjuez,ceramica,1.0,50.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,3.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294649  / Buenos Aires,750000.0,centro,buenos aires,baldosa comun,1.0,35.0,medellin zona 1 - centro,2.0,sencilla,0.0,2.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294645  / Campo Valdes,800000.0,centro,campo valdes,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,sencilla,0.0,3.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294626  / Manrique,650000.0,centro,manrique,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,semi-integral,0.0,3.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294616  / Girardot,850000.0,centro,girardot,ceramica,1.0,50.0,medellin zona 1 - centro,1.0,integral,0.0,1.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294489  / El Salvador,1200000.0,centro,el salvador,ceramica,1.0,62.0,medellin zona 1 - centro,1.0,semi-integral,0.0,1.0,3.0,62.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294485  / El Salvador,1200000.0,centro,el salvador,ceramica,1.0,62.0,medellin zona 1 - centro,1.0,semi-integral,0.0,1.0,3.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294467  / El Salvador,1200000.0,centro,el salvador,ceramica,1.0,62.0,medellin zona 1 - centro,1.0,semi-integral,0.0,1.0,3.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294444  / El Salvador,1200000.0,centro,el salvador,ceramica,1.0,62.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,3.0,62.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294370  / Andalucia,800000.0,centro,andalucia,ceramica,2.0,65.0,medellin zona 1 - centro,1.0,integral,1.0,3.0,3.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294234  / Villa Hermosa,1200000.0,centro,villa hermosa,ceramica,1.0,80.0,medellin zona 1 - centro,1.0,semi-integral,0.0,2.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1294176  / Villa Hermosa,1430000.0,centro,villa hermosa,ceramica,1.0,77.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293931  / Buenos Aires,1100000.0,centro,buenos aires,ceramica,1.0,55.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293875  / Aranjuez,1100000.0,centro,aranjuez,ceramica,1.0,40.0,medellin zona 1 - centro,1.0,integral,0.0,1.0,3.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293843  / Ciudadela Villa del Bosque,1200000.0,centro,ciudadela villa del bosque,ceramica,2.0,53.0,medellin zona 1 - centro,1.0,integral,1.0,3.0,3.0,53.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1293818  / Encizo,1000000.0,centro,encizo,ceramica,1.0,80.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293602  / Campo Valdes,1000000.0,centro,campo valdes,baldosa comun,1.0,70.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,70.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293404  / El Salvador,750000.0,centro,el salvador,ceramica,1.0,35.0,medellin zona 1 - centro,1.0,semi-integral,0.0,1.0,3.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1293402  / Villa Hermosa,1650000.0,centro,villa hermosa,ceramica,1.0,65.0,medellin zona 1 - centro,1.0,integralred de gas,1.0,3.0,3.0,65.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1293294  / Buenos Aires,1100000.0,centro,buenos aires,ceramica,1.0,40.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1292533  / Manrique,700000.0,centro,manrique,otros,1.0,40.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,3.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1292429  / Aranjuez,1150000.0,centro,aranjuez,ceramica,1.0,60.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1291566  / Boston,1700000.0,centro,boston,ceramica,2.0,94.0,medellin zona 1 - centro,1.0,integral,0.0,4.0,4.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1291563  / Popular,580000.0,centro,popular,ceramica,1.0,28.0,medellin zona 1 - centro,1.0,sencillagas propano,0.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1291352  / Encizo,950000.0,centro,encizo,ceramica,1.0,50.0,medellin zona 1 - centro,1.0,sencilla,0.0,2.0,3.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1291294  / Centro,3000000.0,centro,centro,ceramica,4.0,300.0,medellin zona 1 - centro,1.0,integral,0.0,5.0,4.0,300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1291125  / Buenos Aires,2300000.0,centro,buenos aires,ceramica,2.0,120.0,medellin zona 1 - centro,1.0,integral,0.0,3.0,3.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1290871  / Ciudadela Villa del Bosque,1200000.0,centro,ciudadela villa del bosque,ceramica,2.0,53.0,medellin zona 1 - centro,1.0,integral,1.0,3.0,3.0,53.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1290633  / Villanueva,1300000.0,centro,villanueva,ceramica,2.0,70.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,4.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1290552  / La Milagrosa,570000.0,centro,la milagrosa,baldosa comun,1.0,39.0,medellin zona 1 - centro,1.0,sencilla,0.0,1.0,3.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1290521  / Aranjuez,930000.0,centro,aranjuez,ceramica,1.0,45.0,medellin zona 1 - centro,1.0,integral,0.0,2.0,2.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
